50.0425	0.000e0
50.0441	7.000e0
50.0456	7.000e0
50.0472	2.000e0
50.0487	2.100e1
50.0503	0.000e0
50.0704	0.000e0
50.0719	1.700e1
50.0735	2.000e0
50.0750	0.000e0
50.0858	0.000e0
50.0874	7.000e0
50.0889	1.000e1
50.0905	0.000e0
50.0936	0.000e0
50.0951	1.600e1
50.0967	0.000e0
50.2065	0.000e0
50.2081	7.000e0
50.2096	1.300e1
50.2112	0.000e0
50.2127	5.100e1
50.2143	0.000e0
50.2468	0.000e0
50.2484	2.300e1
50.2499	0.000e0
50.2902	0.000e0
50.2917	3.000e0
50.2933	1.400e1
50.2948	0.000e0
50.5136	0.000e0
50.5152	4.000e0
50.5167	2.000e1
50.5183	0.000e0
50.7095	0.000e0
50.7111	1.100e1
50.7126	3.000e0
50.7142	0.000e0
50.7469	0.000e0
50.7484	9.000e0
50.7500	6.000e0
50.7516	0.000e0
50.9323	0.000e0
50.9339	1.000e1
50.9354	7.000e0
50.9370	0.000e0
50.9682	0.000e0
50.9698	7.000e0
50.9713	7.000e0
50.9729	0.000e0
51.1134	0.000e0
51.1150	3.400e1
51.1165	1.200e1
51.1181	0.000e0
51.3120	0.000e0
51.3136	1.400e1
51.3152	4.000e0
51.3167	0.000e0
51.5613	0.000e0
51.5628	3.000e0
51.5644	1.400e1
51.5660	0.000e0
51.7262	0.000e0
51.7277	2.000e0
51.7293	1.700e1
51.7309	0.000e0
51.7387	0.000e0
51.7403	7.000e0
51.7419	7.000e0
51.7435	0.000e0
51.8646	0.000e0
51.8661	2.000e0
51.8677	2.200e1
51.8693	0.000e0
51.9244	0.000e0
51.9260	1.400e1
51.9275	0.000e0
51.9732	0.000e0
51.9748	1.800e1
51.9764	2.000e0
51.9780	0.000e0
52.2351	0.000e0
52.2367	6.000e0
52.2383	1.100e1
52.2398	0.000e0
52.3362	0.000e0
52.3378	6.000e0
52.3394	1.700e1
52.3410	0.000e0
52.5642	0.000e0
52.5658	1.400e1
52.5673	3.000e0
52.5689	0.000e0
52.6260	0.000e0
52.6276	9.000e0
52.6291	6.000e0
52.6307	0.000e0
52.6640	0.000e0
52.6656	1.600e1
52.6672	7.000e0
52.6688	0.000e0
53.0056	0.000e0
53.0072	4.000e0
53.0088	2.100e1
53.0103	0.000e0
53.0708	0.000e0
53.0724	1.800e1
53.0740	8.000e0
53.0756	8.000e0
53.0772	0.000e0
53.2110	0.000e0
53.2126	5.000e0
53.2142	1.200e1
53.2158	0.000e0
53.2924	0.000e0
53.2940	7.000e0
53.2956	2.700e1
53.2971	0.000e0
53.2987	4.000e0
