50.0611	0.000e0
50.0626	6.000e0
50.0642	1.400e1
50.0657	0.000e0
50.1245	0.000e0
50.1260	8.000e0
50.1276	1.500e1
50.1291	7.000e0
50.1307	0.000e0
50.1973	0.000e0
50.1988	1.100e1
50.2003	3.000e0
50.2019	0.000e0
50.2546	0.000e0
50.2561	2.100e1
50.2577	0.000e0
50.3383	0.000e0
50.3398	2.100e1
50.3414	1.100e1
50.3429	0.000e0
50.5462	0.000e0
50.5478	1.400e1
50.5494	6.000e0
50.5509	0.000e0
50.5913	0.000e0
50.5929	2.000e0
50.5944	1.800e1
50.5960	0.000e0
50.6193	0.000e0
50.6209	3.000e0
50.6224	1.300e1
50.6240	0.000e0
50.6411	0.000e0
50.6426	1.800e1
50.6442	0.000e0
50.7282	0.000e0
50.7298	2.600e1
50.7313	8.000e0
50.7329	0.000e0
50.7749	0.000e0
50.7765	2.300e1
50.7780	7.000e0
50.7796	0.000e0
50.8980	0.000e0
50.8996	9.000e0
50.9011	6.000e0
50.9027	0.000e0
51.0462	0.000e0
51.0478	1.400e1
51.0494	6.000e0
51.0509	0.000e0
51.0900	0.000e0
51.0915	5.000e0
51.0931	1.900e1
51.0947	0.000e0
51.2088	0.000e0
51.2103	1.400e1
51.2119	3.000e0
51.2135	0.000e0
51.3903	0.000e0
51.3919	9.000e0
51.3935	6.000e0
51.3950	0.000e0
51.4185	0.000e0
51.4201	2.000e0
51.4217	1.800e1
51.4232	0.000e0
51.4279	0.000e0
51.4295	2.000e0
51.4311	2.000e1
51.4327	0.000e0
51.4969	0.000e0
51.4985	7.000e0
51.5001	7.000e0
51.5016	0.000e0
51.5063	0.000e0
51.5079	6.000e0
51.5095	1.400e1
51.5110	0.000e0
51.5205	0.000e0
51.5220	6.000e0
51.5236	1.700e1
51.5252	0.000e0
51.6350	0.000e0
51.6366	4.000e0
51.6382	5.500e1
51.6397	0.000e0
51.6853	0.000e0
51.6869	1.100e1
51.6884	5.000e0
51.6900	0.000e0
51.7686	0.000e0
51.7702	3.900e1
51.7718	8.000e0
51.7733	0.000e0
52.0615	0.000e0
52.0631	1.800e1
52.0647	2.000e0
52.0662	0.000e0
52.1846	0.000e0
52.1861	3.000e1
52.1877	3.000e0
